Repository,File,Commit Message
wikimedia/operations-puppet,modules/profile/templates/mariadb/grants/production-m3.sql.erb,"mariadb: update grants for phab2002 with new IP

As part of the VLAN migration,
https://wikitech.wikimedia.org/wiki/Vlan_migration,

this server has changed IP addresses from 10.192.32.54
to 10.92.27.6 (private1-c-codfw -> private1-c3-codfw).

Please update the grants accordingly.

Bug: T377374
Change-Id: I0ce83e483a8e3e93ba0d57e2438998f7674265f0"
wikimedia/operations-puppet,modules/varnish/templates/browsersec.body.html.erb,"varnish: Give 1% of views RSA cert warnings

We're giving users occasional warnings so they have ample time to
address their outdated browsers.

Bug: T370837
Change-Id: I242786762742ec7e73801b1c7b87f30f8698cc6f"
wikimedia/operations-puppet,modules/varnish/templates/wikimedia-frontend.vcl.erb,"varnish: Give 1% of views RSA cert warnings

We're giving users occasional warnings so they have ample time to
address their outdated browsers.

Bug: T370837
Change-Id: I242786762742ec7e73801b1c7b87f30f8698cc6f"
wikimedia/operations-puppet,modules/varnish/templates/upload-frontend.inc.vcl.erb,"varnish: add pediapress.com to allowed maps domains

Per the request in the task below, add pediapress.com to the list of
allowed domains for maps usage.

Hosts: cp1101.eqiad.wmnet
Bug: T375761
Change-Id: I4fe4fed4ba526a86f7927682e0a32516f53a805f"
wikimedia/operations-puppet,modules/lvs/manifests/kernel_config.pp,"LVS: Only allow IPv6 default route from RAs on primary interface

Adjusts sysctl's so that 'net.ipv6.conf.default.accept_ra' is set
to 1 for all ints, ensuring that IPv6 address autoconfiguration
will take place, but settting 'net.ipv6.conf.all.accept_ra_defrtr'
to 0, so by default RA processing on an interface doesn't cause
a default route to be added.

Then we explicitly enable accept_ra_defrtr for the primary interface
so that we get the required default route only on that one.

We do this only on the backup LVS in codfw, lvs2014 to start with before
rolling it out everywhere else.

Bug: T358260
Hosts: lvs2014.codfw.wmnet, lvs1020.eqiad.wmnet, lvs4010.ulsfo.wmnet
Change-Id: I574b55177ef6d11c1524110a6bcc145c8fbc155d"
wikimedia/operations-puppet,modules/profile/manifests/lvs.pp,"LVS: Only allow IPv6 default route from RAs on primary interface

Adjusts sysctl's so that 'net.ipv6.conf.default.accept_ra' is set
to 1 for all ints, ensuring that IPv6 address autoconfiguration
will take place, but settting 'net.ipv6.conf.all.accept_ra_defrtr'
to 0, so by default RA processing on an interface doesn't cause
a default route to be added.

Then we explicitly enable accept_ra_defrtr for the primary interface
so that we get the required default route only on that one.

We do this only on the backup LVS in codfw, lvs2014 to start with before
rolling it out everywhere else.

Bug: T358260
Hosts: lvs2014.codfw.wmnet, lvs1020.eqiad.wmnet, lvs4010.ulsfo.wmnet
Change-Id: I574b55177ef6d11c1524110a6bcc145c8fbc155d"
wikimedia/operations-puppet,modules/profile/manifests/lvs/interface_tweaks.pp,"LVS: Only allow IPv6 default route from RAs on primary interface

Adjusts sysctl's so that 'net.ipv6.conf.default.accept_ra' is set
to 1 for all ints, ensuring that IPv6 address autoconfiguration
will take place, but settting 'net.ipv6.conf.all.accept_ra_defrtr'
to 0, so by default RA processing on an interface doesn't cause
a default route to be added.

Then we explicitly enable accept_ra_defrtr for the primary interface
so that we get the required default route only on that one.

We do this only on the backup LVS in codfw, lvs2014 to start with before
rolling it out everywhere else.

Bug: T358260
Hosts: lvs2014.codfw.wmnet, lvs1020.eqiad.wmnet, lvs4010.ulsfo.wmnet
Change-Id: I574b55177ef6d11c1524110a6bcc145c8fbc155d"
wikimedia/operations-puppet,modules/profile/manifests/analytics/refinery/job/refine.pp,"[analytics][refine] Use deduplication fix backport in legacy Refine job

See the original commit here:
https://gerrit.wikimedia.org/r/c/analytics/refinery/source/+/1080306

And the backport here:
https://gerrit.wikimedia.org/r/c/analytics/refinery/source/+/1081164

Bug: T369845
Change-Id: Ib6efba19cc98b499643af06f7b13d207a4637300"
wikimedia/operations-puppet,modules/profile/manifests/analytics/client/limits.pp,"statistics::explorer hosts: refactor and improve cgroups implementation

Previously, cgroups were set by both
modules/profile/manifests/analytics/client/limits.pp
and modules/statistics/manifests/optimize.pp .

This leads to unexpected behavior from the servers,
and confusion for the humans. Consolidate cgroup
config in limits.pp, while updating the config itself
based on recent observations.

Hosts: stat1011.eqiad.wmnet
Bug: T377734
Change-Id: Ic1e2b19bdb4867ca52d4fa46078c1882238a20d1"
wikimedia/operations-puppet,modules/profile/manifests/statistics/explorer.pp,"statistics::explorer hosts: refactor and improve cgroups implementation

Previously, cgroups were set by both
modules/profile/manifests/analytics/client/limits.pp
and modules/statistics/manifests/optimize.pp .

This leads to unexpected behavior from the servers,
and confusion for the humans. Consolidate cgroup
config in limits.pp, while updating the config itself
based on recent observations.

Hosts: stat1011.eqiad.wmnet
Bug: T377734
Change-Id: Ic1e2b19bdb4867ca52d4fa46078c1882238a20d1"
